,DEMREL02,DEMID01,DEMSN01,RELPCG02,RELOCG02,SIBIND02,CH02PRWT,PCGRES02,OCGRES02,ASMRES02,CHRES02,TDRES02,CCDRES02,EMSRES02,IWER02,SBLNUM03,SBLNUM01,BIOPR03,BIOPR01,BIOGPR03,BIOGPR01,PCGEMS02
14,6,88,3,1,5,1,24.429,1,5,5,5,5,5,0,2028,1,1,2,2,0,0,0
15,6,88,4,1,5,1,23.691,1,5,5,5,5,5,0,2028,1,1,2,2,0,0,0
16,6,91,3,1,4,1,13.453,1,1,1,1,1,1,0,2070,1,1,1,1,0,0,0
17,6,91,4,1,4,1,13.423,1,1,1,1,1,1,5,2070,1,1,1,1,0,0,1
18,6,96,3,7,8,5,23.68,1,1,1,1,1,0,0,2058,96,96,4,4,1,1,0
19,6,105,4,1,4,1,13.058,1,1,1,1,1,1,0,2094,2,2,1,1,0,0,0
20,6,105,5,1,4,1,12.631,1,1,1,1,1,1,5,2094,2,2,1,1,0,0,1
21,6,114,3,1,5,5,3.5,1,1,1,1,1,1,1,2091,2,0,2,2,2,2,1
22,6,115,3,1,4,5,22.44,1,1,1,1,1,0,0,2088,0,0,1,1,2,2,0
23,6,125,4,1,4,1,22.257,1,1,1,1,1,1,0,2044,9,1,1,1,2,2,0
24,6,126,5,1,4,5,9.671,1,1,1,5,1,1,1,2013,2,2,1,1,2,2,1
25,6,134,3,1,4,5,13.728,1,1,1,5,1,1,1,2018,0,0,1,1,2,2,1
26,6,136,3,1,4,1,20.148,1,5,1,1,1,1,0,2088,1,1,2,1,2,2,0
27,6,136,4,1,4,1,19.866,1,5,1,1,1,1,0,2088,1,1,2,1,2,2,0
28,6,138,4,1,0,5,44.668,1,0,1,1,1,1,0,2001,96,1,2,2,2,2,0
29,6,139,5,1,4,5,22.452,1,1,1,1,1,1,0,2067,2,2,1,1,2,2,0
30,6,152,2,15,2,1,2.616,1,1,1,1,1,1,0,2063,96,96,0,0,0,0,0
31,6,152,3,15,2,1,3.761,1,1,1,1,1,1,0,2063,1,1,3,3,0,0,0
32,6,154,4,1,4,5,3.934,1,1,1,1,1,1,0,2063,9,1,1,1,2,2,0
33,6,163,2,1,5,5,55.778,1,1,1,1,1,0,0,2034,10,0,6,4,4,1,0
34,6,171,3,1,4,5,7.181,1,1,1,0,1,1,5,2112,1,1,1,1,2,2,1
35,6,178,3,1,0,5,13.228,1,0,1,0,1,1,5,2091,0,0,2,1,2,2,1
36,6,188,4,1,4,5,12.103,1,1,1,1,1,1,0,2016,1,1,1,1,0,0,0
37,6,190,3,1,4,1,41.56,1,1,1,1,1,5,0,2080,1,1,1,1,2,2,9
38,6,190,4,1,4,1,41.083,1,1,1,1,1,5,0,2080,1,1,1,1,2,2,9
39,6,216,3,3,4,5,17.629,1,1,1,1,1,1,0,2093,0,0,3,3,2,2,0
40,6,218,3,1,4,1,34.655,1,1,1,1,1,1,1,2107,2,2,1,1,2,2,1
41,6,218,5,1,4,1,34.384,1,1,1,0,1,1,1,2107,2,2,1,1,2,2,1
42,6,226,3,1,4,5,19.141,1,1,1,1,1,1,1,2006,0,0,1,1,2,2,1
43,6,235,3,1,5,1,34.928,1,1,1,1,1,1,1,2055,2,2,2,2,2,2,1
44,6,235,4,1,5,1,10.74,1,1,1,1,1,1,0,2055,2,2,2,2,2,2,0
45,6,243,3,1,4,5,36.143,1,1,1,1,1,1,0,2095,96,96,1,1,0,0,0
46,6,257,3,1,0,1,8.046,1,0,1,1,5,1,0,2026,2,2,2,2,2,2,0
47,6,257,4,1,0,1,8.061,1,0,1,1,5,1,5,2026,2,2,2,2,2,2,1
48,6,260,3,1,4,1,38.686,1,1,1,1,1,1,0,2080,1,1,1,1,2,2,0
49,6,260,4,1,4,1,37.917,1,1,1,1,1,1,0,2080,1,1,1,1,2,2,0
50,6,262,3,4,1,5,46.405,1,1,1,1,1,0,0,2048,96,96,1,1,0,0,0
51,6,277,3,1,4,1,17.893,1,1,1,1,1,0,5,2086,1,1,1,1,2,2,1
52,6,277,4,1,4,1,17.632,1,1,1,5,1,0,0,2086,1,1,1,1,2,2,0
53,6,283,4,1,5,1,16.128,1,1,5,5,1,5,0,2023,2,2,2,2,0,0,5
54,6,283,5,1,5,1,15.439,1,1,5,5,1,5,0,2023,2,2,2,2,0,0,5
55,6,285,3,1,0,1,26.076,1,0,1,1,5,1,1,2002,1,1,1,1,2,2,1
56,6,285,4,1,0,1,25.988,1,0,1,5,5,1,5,2002,1,1,1,1,2,2,1
57,6,288,3,1,5,1,5.69,1,1,1,1,1,1,0,2108,3,3,2,2,2,2,0
58,6,288,4,1,5,1,5.825,1,1,1,1,1,1,1,2108,3,3,2,2,2,2,1
59,6,301,5,4,1,1,32.02,1,1,1,1,1,1,0,2094,2,3,1,1,0,0,0
60,6,301,6,4,1,1,31.152,1,1,1,1,1,1,1,2094,2,3,1,1,0,0,1
61,6,303,3,1,0,1,15.509,1,0,5,5,5,5,5,2046,1,1,2,1,0,0,1
62,6,303,4,1,0,1,15.509,1,0,5,0,5,5,1,2046,1,1,2,1,0,0,1
63,6,309,3,1,4,1,28.242,1,1,1,1,1,1,0,2057,3,3,1,1,2,2,0
64,6,309,4,1,4,1,20.775,1,1,1,1,1,1,1,2057,3,3,1,1,2,2,1
65,6,318,3,1,4,5,13.46,1,1,1,1,1,1,0,2013,0,0,1,1,2,2,0
66,6,323,3,1,4,1,23.194,1,1,5,5,1,0,0,2092,1,1,1,1,2,2,0
67,6,323,4,1,4,1,22.898,1,1,5,5,1,0,0,2092,1,1,1,1,2,2,5
68,6,333,3,1,0,1,21.625,1,0,1,1,1,1,0,2097,3,2,2,2,0,0,0
69,6,333,4,1,0,1,21.13,1,0,1,1,1,1,0,2097,3,2,2,2,0,0,0
70,6,354,4,1,4,5,21.357,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
71,6,359,3,1,4,1,18.858,1,1,1,1,1,0,0,2095,2,1,1,1,2,2,0
72,6,359,4,1,4,1,18.052,1,1,1,1,1,1,1,2095,2,1,1,1,2,2,1
73,6,361,3,1,4,5,17.995,1,5,1,1,1,0,0,2006,0,0,1,1,2,2,0
74,6,366,3,1,4,1,19.49,1,1,1,1,1,1,0,2079,1,1,1,1,2,2,0
75,6,366,4,1,4,1,19.442,1,1,1,1,1,1,5,2079,1,1,1,1,2,2,1
76,6,368,4,1,4,1,55.077,1,1,1,1,1,1,0,2090,2,2,1,1,0,0,0
77,6,368,5,1,4,1,55.349,1,1,1,1,1,1,1,2090,2,2,1,1,0,0,1
78,6,370,4,1,0,5,36.662,1,0,5,5,5,0,0,2086,96,2,4,2,2,2,5
79,6,378,3,1,4,5,16.629,1,1,1,1,1,1,0,2096,96,96,1,1,2,2,0
80,6,385,2,1,0,5,55.704,1,0,1,1,1,1,1,2018,0,0,2,2,2,2,1
81,6,387,3,1,5,1,20.629,1,1,1,1,1,1,0,2056,96,1,4,2,0,2,0
82,6,387,4,1,5,1,20.799,1,1,1,1,1,1,0,2056,96,1,2,2,0,2,0
83,6,391,5,1,0,1,25.676,1,0,5,5,5,5,0,2023,9,2,2,1,2,2,5
84,6,392,3,1,4,5,25.205,1,1,1,1,1,1,0,2073,1,1,1,1,2,2,0
85,6,395,3,4,1,1,20.278,1,1,1,1,1,1,1,2010,1,1,1,1,2,2,1
86,6,395,4,4,1,1,19.859,1,1,1,5,1,1,1,2010,1,1,1,1,2,2,1
87,6,409,3,1,0,5,22.515,1,0,1,0,1,1,5,2030,2,2,2,2,2,2,1
88,6,414,4,1,4,1,31.68,1,1,1,1,1,1,0,2075,2,2,1,1,0,0,0
89,6,414,5,1,4,1,31.375,1,1,1,1,1,1,5,2075,2,2,1,1,0,0,1
90,6,415,4,1,4,1,18.539,1,1,1,1,1,1,0,2084,2,2,1,1,0,0,0
91,6,415,5,1,4,1,18.413,1,1,1,1,1,1,0,2084,2,2,1,1,0,0,0
92,6,419,4,1,4,5,16.961,1,1,1,1,1,1,0,2112,1,1,1,1,0,0,0
93,6,421,2,1,0,5,28.596,1,0,1,1,1,5,0,2086,96,96,2,2,2,2,0
94,6,430,3,1,4,1,24.377,1,1,1,5,1,0,5,2092,3,2,1,1,2,2,1
95,6,430,4,1,4,1,24.468,1,1,1,0,1,0,1,2092,3,2,1,1,2,2,1
96,6,446,3,1,4,1,22.045,1,5,5,5,5,0,0,2082,1,1,1,1,2,2,5
97,6,446,4,1,4,1,21.682,1,5,5,5,5,0,0,2082,1,1,1,1,2,2,5
98,6,447,3,1,4,1,46.683,1,1,1,1,1,1,0,2026,1,1,1,1,2,2,0
99,6,447,4,1,6,1,47.717,1,1,1,1,1,0,0,2026,1,1,2,2,2,2,0
100,6,460,3,7,8,5,5.817,1,5,1,1,1,0,0,2116,0,0,4,4,2,2,0
101,6,466,3,1,4,5,12.121,1,1,1,1,1,1,0,2103,96,96,1,1,2,2,0
102,6,472,3,1,4,5,49.502,1,1,1,1,1,1,5,2005,2,2,1,1,2,2,1
103,6,475,3,4,1,5,18.811,1,5,5,5,5,5,0,2007,0,0,1,1,2,2,0
104,6,478,3,1,4,1,12.5,1,1,1,1,1,1,1,2054,1,1,1,1,2,2,1
105,6,478,4,1,4,1,12.293,1,1,1,0,1,1,1,2054,1,1,1,1,2,2,1
106,6,482,3,1,4,5,29.57,1,1,1,1,1,1,0,2014,96,96,1,1,2,2,0
107,6,484,3,1,4,5,15.313,1,1,1,5,1,1,1,2081,1,1,1,1,0,0,1
108,6,488,3,1,4,5,29.747,1,1,1,1,1,0,1,2030,0,0,1,1,2,2,1
109,6,491,3,1,4,5,21.158,1,1,1,1,1,1,0,2002,0,0,1,1,2,2,0
110,6,494,3,3,6,1,31.499,1,1,1,1,1,1,1,2055,0,0,4,4,0,0,1
111,6,494,4,1,4,1,30.69,1,1,1,0,1,1,5,2055,0,0,1,1,2,2,1
112,6,497,2,1,0,5,24.216,1,0,1,1,1,1,0,2068,2,2,2,2,2,2,0
113,6,500,2,4,0,5,26.597,1,0,1,1,1,1,0,2028,2,0,3,3,2,2,0
114,6,501,3,1,4,1,13.139,1,1,1,1,1,1,1,2028,1,1,1,1,2,2,1
115,6,501,4,1,4,1,12.962,1,1,1,5,1,1,1,2028,1,1,1,1,2,2,1
116,6,503,4,1,4,5,20.707,1,1,1,1,1,5,0,2086,1,1,1,1,2,2,0
117,6,510,3,3,0,1,23.971,1,0,1,5,1,5,0,2086,0,0,4,4,0,0,0
118,6,520,5,1,4,1,24.131,1,1,1,1,1,1,0,2013,1,2,1,1,2,2,0
119,6,527,4,1,4,5,31.683,1,1,1,1,1,1,0,2004,1,1,1,1,0,0,0
120,6,533,4,1,4,5,17.798,1,1,1,0,1,1,1,2067,2,2,1,1,2,2,1
121,6,538,2,13,15,5,50.431,1,5,1,1,1,1,0,2056,0,0,4,4,0,0,0
122,6,543,4,1,4,5,26.443,1,1,1,1,1,0,0,2070,96,1,4,1,2,2,0
123,6,547,4,1,4,1,18.306,1,1,1,0,1,1,5,2049,3,4,1,1,2,2,1
124,6,547,5,1,4,1,18.115,1,1,1,0,1,1,5,2049,3,4,1,1,2,2,1
125,6,549,5,1,4,1,12.879,1,1,1,5,1,1,5,2099,3,3,1,1,2,2,1
126,6,549,6,1,4,1,12.879,1,1,1,0,1,1,1,2099,3,3,1,1,2,2,1
127,6,558,4,1,0,5,63.893,1,0,1,1,1,1,5,2115,2,2,2,2,0,0,1
128,6,572,3,1,4,1,36.395,1,1,1,1,1,1,5,2097,3,3,1,1,2,2,1
129,6,572,5,1,4,1,36.053,1,1,1,0,1,1,5,2097,3,3,1,1,2,2,1
130,6,580,3,1,4,1,25.513,1,1,1,1,1,1,0,2028,1,1,1,1,2,2,0
131,6,580,4,1,4,1,25.389,1,1,1,1,1,1,0,2028,1,1,1,1,2,2,0
132,6,586,3,1,4,5,63.889,1,5,1,1,5,1,0,2046,96,96,1,1,0,0,0
133,6,588,3,1,4,1,23.749,1,1,1,1,1,1,1,2054,1,1,1,1,2,2,1
134,6,588,4,1,4,1,23.8,1,1,1,0,1,1,1,2054,1,1,1,1,2,2,1
135,6,591,3,4,2,5,20.328,1,1,1,1,1,1,0,2098,0,9,3,3,0,0,0
136,6,594,3,1,4,1,18.698,1,1,1,1,1,0,1,2046,1,1,1,1,2,2,1
137,6,594,4,1,4,1,18.525,1,1,1,5,1,0,1,2046,1,1,1,1,2,2,1
138,6,596,4,1,4,1,32.926,1,5,1,1,5,1,0,2086,2,3,1,1,2,2,0
139,6,596,6,1,4,1,31.57,1,5,1,1,5,1,0,2086,2,3,1,1,2,2,0
140,6,598,2,1,0,5,15.794,1,0,1,1,1,1,0,2004,9,9,2,2,2,2,0
141,6,601,3,1,19,5,21.718,1,1,1,0,1,1,5,2086,2,1,2,2,2,2,1
142,6,602,3,1,4,5,17.57,1,1,1,0,1,1,1,2086,2,1,1,1,2,2,1
143,6,603,4,4,2,1,15.968,1,1,1,1,1,1,0,2033,1,2,3,3,2,2,0
144,6,603,5,4,2,1,15.503,1,1,1,1,1,1,0,2033,1,2,3,3,2,2,0
145,6,604,4,1,4,5,17.578,1,1,1,1,1,1,0,2035,2,1,1,1,2,2,0
146,6,606,4,1,4,1,41.629,1,1,1,1,1,1,0,2096,2,2,1,1,2,2,0
147,6,606,5,1,4,1,41.488,1,1,1,1,1,1,0,2096,2,2,1,1,2,2,0
148,6,613,3,3,6,5,33.229,1,1,1,0,1,1,1,2004,0,0,4,4,0,0,1
149,6,615,2,1,0,1,10.729,1,0,1,1,1,0,0,2028,1,1,2,2,2,2,0
150,6,615,3,1,0,1,10.811,1,0,1,1,1,1,0,2028,1,1,2,2,2,2,0
151,6,616,2,1,5,1,26.795,1,1,1,1,1,1,0,2035,1,1,2,2,2,2,0
152,6,616,3,1,5,1,26.044,1,1,1,1,1,1,0,2035,1,1,2,2,2,2,0
153,6,620,4,1,4,1,43.542,1,5,5,5,5,5,0,2028,2,2,1,1,2,2,5
154,6,620,5,1,4,1,42.36,1,5,5,5,5,5,0,2028,2,2,1,1,2,2,5
155,6,621,4,1,4,5,4.625,1,1,1,5,1,1,5,2009,1,1,1,1,2,2,1
156,6,631,3,4,1,1,23.35,1,5,1,1,5,1,0,2028,1,1,1,1,0,0,0
157,6,631,4,4,1,1,23.283,1,5,1,1,5,1,0,2028,1,1,1,1,0,0,0
158,6,632,2,1,0,5,22.816,1,0,1,1,1,0,1,2061,0,0,2,2,0,0,1
159,6,657,6,1,4,1,16.943,1,1,1,1,1,1,0,2010,3,4,1,1,2,2,0
160,6,657,7,1,4,1,16.337,1,1,1,5,1,1,5,2010,3,4,1,1,2,2,1
161,6,658,2,1,0,5,59.706,1,0,5,5,5,0,0,2089,0,0,4,3,0,0,5
162,6,659,4,1,4,5,21.613,1,1,1,1,1,1,1,2072,1,1,1,1,2,2,1
163,6,663,2,1,5,5,61.084,1,5,1,1,1,1,0,2086,1,1,2,2,2,2,0
164,6,664,2,4,0,5,42.58,1,0,1,1,1,0,0,2086,1,0,3,4,0,0,0
165,6,672,3,1,4,5,26.286,1,1,1,5,1,1,5,2017,1,1,1,1,2,2,1
166,6,673,3,1,4,1,24.364,1,1,1,1,1,1,0,2095,1,1,1,1,2,2,0
167,6,673,4,1,4,1,23.754,1,1,1,1,1,1,0,2095,1,1,1,1,2,2,0
168,6,676,3,1,4,1,42.906,1,1,1,1,1,1,1,2009,2,2,1,1,2,2,1
169,6,676,4,1,4,1,42.438,1,1,1,0,1,1,1,2009,2,2,1,1,2,2,1
170,6,680,3,1,4,5,17.959,1,1,1,1,1,1,1,2098,0,0,1,1,0,0,1
171,6,689,2,1,0,1,24.914,1,0,1,1,1,1,0,2097,1,1,2,2,2,2,0
172,6,689,3,1,0,1,24.646,1,0,1,1,1,1,1,2097,1,1,2,2,2,2,1
173,6,691,3,7,4,5,50.563,1,1,1,1,1,1,0,2001,0,0,3,3,1,1,0
174,6,692,3,1,4,1,21.09,1,5,1,1,1,5,0,2103,2,2,1,1,2,2,5
175,6,692,5,1,4,1,20.657,1,5,1,1,1,5,0,2103,2,2,1,1,2,2,5
176,6,693,5,1,4,1,51.908,1,5,1,1,5,1,0,2046,5,5,1,1,2,2,0
177,6,693,7,1,4,1,50.437,1,5,1,1,5,1,1,2046,5,5,1,1,2,2,1
178,6,696,3,4,1,5,16.613,1,1,1,1,1,1,5,2010,0,0,1,1,2,2,1
179,6,701,3,1,4,5,32.476,1,1,1,1,1,1,5,2010,0,0,1,1,2,2,1
180,6,704,3,1,4,1,16.293,1,1,1,1,1,1,0,2082,3,3,1,1,2,2,0
181,6,704,4,1,4,1,16.162,1,1,1,5,1,1,1,2082,3,3,1,1,2,2,1
182,6,705,3,1,5,5,29.81,1,1,1,1,1,0,0,2116,1,1,4,2,2,2,0
183,6,710,2,1,0,1,41.493,1,0,1,1,1,1,1,2080,1,1,2,2,0,0,1
184,6,710,3,1,0,1,40.761,1,0,1,1,1,1,1,2080,1,1,2,2,0,0,1
185,6,716,3,1,4,5,21.321,1,1,1,1,1,1,5,2086,1,1,1,1,2,2,1
186,6,717,4,1,4,5,26.607,1,5,5,5,1,5,0,2056,96,1,1,1,2,2,5
187,6,726,3,1,4,1,6.555,1,1,1,1,1,1,0,2026,2,2,1,1,2,2,0
188,6,726,5,1,4,1,6.448,1,1,1,1,1,1,1,2026,2,2,1,1,2,2,1
189,6,727,3,1,4,1,29.076,1,1,1,1,1,1,0,2037,2,2,1,1,2,2,0
190,6,727,5,1,4,1,28.546,1,1,1,1,1,1,0,2037,2,2,1,1,2,2,0
191,6,731,3,7,8,1,18.627,1,1,1,1,1,0,5,2027,1,1,4,4,1,1,1
192,6,731,4,7,8,1,24.229,1,1,1,0,1,0,5,2027,1,1,4,4,1,1,1
193,6,733,4,1,4,1,28.076,1,1,1,1,1,0,0,2046,2,3,1,1,2,2,0
194,6,733,6,1,4,1,27.559,1,1,1,1,1,0,1,2046,2,3,1,1,2,2,1
195,6,734,3,4,1,1,13.241,1,1,1,1,1,1,1,2103,1,1,1,1,2,2,1
196,6,734,4,4,1,1,13.126,1,1,1,5,1,1,5,2103,1,1,1,1,2,2,1
197,6,741,5,1,0,1,22.267,1,0,1,1,1,1,0,2092,1,3,2,1,0,0,0
198,6,741,6,1,0,1,22.149,1,0,1,1,1,1,0,2092,1,3,2,1,0,0,0
199,6,742,3,1,0,5,17.365,1,0,1,5,1,1,1,2077,1,1,1,1,2,2,1
200,6,751,4,1,0,1,11.457,1,0,1,1,5,1,0,2002,3,3,2,2,2,2,0
201,6,751,5,1,0,1,11.368,1,0,1,1,1,1,0,2002,3,3,2,2,2,2,0
202,6,752,3,1,4,5,7.905,1,1,1,0,1,0,1,2002,1,1,1,1,2,2,1
203,6,753,4,1,4,5,14.4,1,1,5,5,1,5,1,2092,1,1,1,1,2,2,1
204,6,772,3,1,0,5,43.71,1,0,1,1,1,0,0,2001,2,2,2,2,2,2,0
205,6,784,3,1,4,5,20.484,1,1,1,1,1,1,1,2004,2,1,1,1,2,2,1
206,6,789,3,1,4,1,20.462,1,1,1,1,1,5,5,2025,2,2,1,1,2,2,1
207,6,789,4,1,4,1,20.118,1,1,1,5,1,5,5,2025,2,2,1,1,2,2,1
208,6,796,3,1,4,5,20.669,1,1,1,1,1,1,1,2014,1,1,1,1,0,2,1
209,6,801,3,1,4,1,22.559,1,1,1,1,1,0,0,2034,1,1,1,1,2,2,0
210,6,801,4,1,4,1,22.026,1,1,1,1,1,0,0,2034,1,1,1,1,2,2,0
211,6,802,3,1,4,5,34.696,1,1,1,0,1,1,1,2098,1,1,1,1,2,2,1
212,6,804,3,1,4,5,21.621,1,1,1,1,1,0,1,2028,1,1,1,1,0,0,1
213,6,805,2,1,0,5,23.094,1,0,1,1,1,5,1,2041,0,0,0,2,0,2,1
214,6,815,2,1,0,5,25.62,1,0,1,1,1,0,0,2111,0,0,2,2,0,0,0
215,6,818,3,1,4,5,20.654,1,1,1,1,1,1,5,2026,1,1,1,1,2,2,1
216,6,819,3,1,4,1,26.485,1,1,1,1,1,1,0,2097,2,2,1,1,2,2,0
217,6,819,4,1,4,1,26.544,1,1,1,1,1,1,0,2097,2,2,1,1,2,2,0
218,6,821,2,1,0,5,56.609,1,0,1,1,1,0,5,2111,0,0,2,2,0,0,1
219,6,823,2,1,0,5,29.274,1,0,1,5,1,1,1,2016,0,0,2,2,2,2,1
220,6,824,4,1,7,1,45.696,1,1,1,1,1,1,1,2016,4,4,2,2,2,2,1
221,6,824,5,1,7,1,46.032,1,1,1,0,1,1,5,2016,4,4,2,2,2,2,1
222,6,828,3,1,4,5,23.039,1,1,1,0,1,0,5,2006,1,0,1,1,0,0,1
223,6,832,3,1,0,5,8.38,1,0,5,5,5,5,0,2050,1,1,2,2,0,0,5
224,6,833,5,1,4,5,1.131,1,1,1,1,1,1,0,2008,2,2,1,1,2,2,0
225,6,834,3,1,0,1,1.338,1,0,1,1,1,1,0,2026,1,1,2,1,2,2,0
226,6,834,4,1,0,1,1.313,1,0,1,1,1,1,0,2026,1,1,2,1,2,2,0
227,6,837,3,1,0,5,7.971,1,0,1,1,1,1,0,2071,1,1,2,2,0,0,0
228,6,840,2,1,0,1,17.211,1,0,1,1,1,1,0,2002,2,2,2,2,2,2,0
229,6,840,4,1,0,1,20.581,1,0,1,1,1,1,0,2002,2,2,2,2,2,2,0
230,6,841,3,4,2,1,24.22,1,1,1,1,1,1,1,2014,2,2,3,3,0,0,1
231,6,841,4,4,1,1,23.325,1,1,1,0,1,1,5,2014,2,2,1,1,0,0,1
232,6,842,2,1,11,5,55.032,1,1,1,1,1,1,0,2014,0,0,2,2,2,2,0
233,6,846,2,1,0,1,67.038,1,0,1,1,1,1,0,2034,1,1,2,2,2,2,0
234,6,846,3,1,0,1,67.038,1,0,1,1,1,1,1,2034,1,1,2,2,2,2,1
235,6,851,3,1,4,1,28.848,1,1,1,1,1,0,0,2103,96,2,4,1,2,2,0
236,6,851,5,1,4,1,28.088,1,1,1,1,1,1,0,2103,1,2,1,1,2,2,0
237,6,852,5,1,4,1,12.465,1,1,1,1,1,1,0,2086,3,3,1,1,0,0,0
238,6,852,6,1,4,1,13.108,1,1,1,1,1,1,0,2086,3,3,1,1,0,0,0
239,6,858,3,1,4,5,20.175,1,1,1,0,1,0,1,2098,1,1,1,1,2,2,1
240,6,859,4,11,0,5,4.549,1,0,1,5,5,5,5,2064,96,1,4,2,0,0,1
241,6,861,2,1,0,5,4.152,1,0,1,1,1,1,0,2028,2,2,2,2,2,2,0
242,6,863,3,1,0,5,8.701,1,0,5,5,1,5,5,2014,0,0,3,1,2,2,1
243,6,871,2,1,0,1,2.112,1,0,1,1,1,1,1,2026,1,1,2,2,2,2,1
244,6,871,3,1,0,1,2.06,1,0,1,1,1,1,1,2026,1,1,2,2,2,2,1
245,6,874,3,1,4,5,18.295,1,1,1,5,1,1,1,2084,2,1,1,1,2,2,1
246,6,879,4,1,4,5,17.695,1,1,1,1,1,1,0,2002,9,1,1,1,2,2,0
247,6,883,3,1,4,5,22.107,1,1,1,1,1,1,5,2095,0,0,1,1,2,2,1
248,6,886,2,4,0,1,16.556,1,0,1,1,1,1,0,2020,1,1,2,3,2,2,0
249,6,886,3,4,0,1,16.325,1,0,1,1,1,1,1,2020,1,1,2,3,2,2,1
250,6,887,3,1,4,5,23.364,1,1,1,1,1,0,0,2089,0,0,1,1,2,2,0
251,6,891,4,1,4,1,21.367,1,5,1,0,1,1,1,2072,3,2,1,1,2,2,1
252,6,891,5,1,4,1,21.229,1,5,1,0,1,1,1,2072,3,2,1,1,2,2,1
253,6,892,3,4,2,5,7.148,1,1,1,1,1,1,0,2002,10,0,6,3,4,0,0
254,6,893,3,1,4,1,33.771,1,1,1,1,1,0,0,2028,2,2,1,1,0,0,0
255,6,893,5,1,4,1,32.882,1,1,1,1,1,1,0,2028,2,2,1,1,0,0,0
256,6,894,3,1,4,1,18.793,1,1,1,1,1,5,0,2032,1,1,1,1,0,0,0
257,6,894,4,1,4,1,18.533,1,1,1,1,1,5,0,2032,1,1,1,1,0,0,5
258,6,896,4,1,4,1,16.383,1,1,1,1,1,1,0,2070,2,2,1,1,0,0,0
259,6,896,5,1,4,1,16.07,1,1,1,1,1,1,0,2070,2,2,1,1,0,0,5
260,6,898,2,1,0,1,41.579,1,0,1,1,1,1,0,2062,1,1,2,2,2,2,0
261,6,898,3,1,0,1,40.714,1,0,1,1,1,1,1,2062,1,1,2,2,2,2,1
262,6,907,2,4,0,5,5.602,1,0,1,1,1,1,5,2050,96,96,3,3,2,2,1
263,6,918,3,1,0,5,21.244,1,0,1,1,1,1,0,2021,1,1,2,2,2,2,0
264,6,919,5,1,4,5,40.698,1,1,1,1,1,1,0,2106,1,2,1,1,0,0,0
265,6,927,2,1,7,5,42.487,1,1,1,1,1,1,0,2016,96,96,4,4,1,1,0
266,6,934,2,1,0,5,24.149,1,0,1,1,1,1,0,2116,0,0,2,2,0,0,0
267,6,937,3,1,4,1,45.756,1,1,1,1,1,1,0,2018,2,2,1,1,0,0,0
268,6,937,4,1,4,1,44.495,1,1,1,1,1,1,5,2018,2,2,1,1,0,0,1
269,6,938,4,1,4,5,21.22,1,1,1,1,1,0,0,2018,1,1,1,1,0,0,0
270,6,943,2,1,14,1,22.072,1,1,1,1,1,5,0,2014,2,2,2,2,2,2,0
271,6,943,3,1,14,1,21.709,1,1,1,1,1,1,0,2014,2,2,2,2,2,2,0
272,6,946,3,1,4,1,17.377,1,1,1,1,1,1,1,2107,1,1,1,1,0,0,1
273,6,946,4,1,4,1,17.632,1,1,1,1,1,1,0,2107,1,1,1,1,0,0,5
274,6,955,4,1,4,5,24.243,1,1,1,1,1,1,0,2108,1,1,1,1,2,2,0
275,6,957,3,1,5,5,1.057,1,1,1,1,1,1,5,2026,1,0,2,2,2,2,1
276,6,970,3,1,4,1,23.44,1,1,1,1,1,1,0,2032,1,1,1,1,0,0,0
277,6,970,4,1,4,1,22.588,1,1,1,1,1,1,1,2032,1,1,1,1,0,0,1
278,6,972,3,1,4,1,17.575,1,1,1,1,1,1,0,2086,1,1,1,1,2,2,0
279,6,972,4,1,4,1,17.614,1,5,1,1,1,1,0,2086,1,1,1,1,2,2,0
280,6,979,3,1,4,1,19.465,1,5,5,5,5,5,0,2088,2,2,1,1,2,2,5
281,6,979,4,1,4,1,19.087,1,5,5,0,5,5,0,2088,2,2,1,1,2,2,5
282,6,983,2,1,0,1,7.232,1,0,1,1,1,5,0,2060,1,3,4,2,2,2,0
283,6,983,4,1,0,1,7.058,1,0,1,1,1,1,0,2060,1,3,2,2,2,2,0
284,6,987,3,1,4,5,4.692,1,5,1,1,1,1,0,2051,96,96,1,1,0,0,0
285,6,989,2,1,0,5,2.752,1,0,1,1,1,1,5,2060,0,0,2,2,2,2,1
286,6,1002,3,1,4,1,17.303,1,1,1,1,1,1,0,2028,1,1,1,1,2,2,0
287,6,1002,4,1,4,1,16.954,1,1,1,1,1,1,0,2028,1,1,1,1,2,2,0
288,6,1013,3,1,4,1,19.075,1,1,1,1,1,1,0,2110,1,1,1,1,2,2,0
289,6,1013,4,1,4,1,18.487,1,1,1,1,1,1,0,2110,1,1,1,1,2,2,0
290,6,1016,3,3,6,5,21.356,1,1,1,1,1,1,1,2108,0,0,4,4,0,0,1
291,6,1018,5,1,4,5,5.084,1,1,1,0,1,0,1,2064,2,2,1,1,2,2,1
292,6,1023,3,1,0,1,22.949,1,0,1,1,1,5,0,2037,2,2,2,1,2,2,5
293,6,1023,4,1,0,1,22.634,1,0,1,0,1,5,0,2037,2,2,2,1,2,2,5
294,6,1033,3,1,4,1,20.615,1,1,1,1,1,1,0,2104,1,1,1,1,0,0,0
295,6,1033,4,1,4,1,19.856,1,1,1,1,1,1,1,2104,1,1,1,1,0,0,1
